people,location,organization,date,full query,full_model_extracted,people_extracted,people_extracted2,location_extracted,organization_extracted,date_extracted,weighted_result,full text ndcg,weighted ndcg,,full_model_time
Obama,Syrian,,August 21,Obama Syrian August 21,"[[704.8492026824752, '7c92dfbe87df932adb68698797062bd94e60fc1f.story'],
 [704.8492026824752, '593fc7f0423ea2dbbe05433905d0a09f2860c883.story'],
 [574.7913339091226, '0534697013f80aeaebd88c82c051ad370d7c7c2e.story'],
 [517.3122005182104, '5c50df43dd4067579c615b6b3489595416d2057c.story'],
 [517.3122005182104, '02784c2d34a1adc62cc401d7489aaab3c200a750.story'],
 [513.2520913794343, '32adab6c8ec29462d1ab08f8afd2a18d73a2479b.story'],
 [505.7022903836703, '6dde3410123d2efd5fc63a258d1e97b6336b6e30.story'],
 [505.1318731018823, '88c820959b85a88f88d89d6b9eeb5fc1d8562296.story'],
 [498.15248938790626, 'c4e9d4945de1b5f8214149d73c85e2ba2160069f.story'],
 [498.15248938790626, 'b4631c1e11441405792cbb8be1f26ec8f49f5629.story']]","['d75747a87ac6c574f7bb11080f38f1563ed14b46.story', 'd27044bfb4bc281dc8349aac09dad2e64be09411.story', 'ce8cf58260bbc82772d666ece733044297a1e680.story', 'c7fb0295ad6226798e65332c841f6a1508eb9efe.story', '73ce0c3dc5c0752bdb392ccae44bfb53cec60dfb.story', '7b9c0b64b7143a632af9455ce932c0a722b4e098.story', '72ba50a8077052f867a02c670d7f6ed874f4ba12.story', '057d4a3cf662f1bea473535288325bd481dd3b53.story', 'fbf5bd723e4c01a5fa2d0236d6eebe90f6527c2f.story', 'f29dd2478dd7000ecce5d27fb9225c798572aec3.story']","[[82.93911952719547, 'd75747a87ac6c574f7bb11080f38f1563ed14b46'],
 [52.779439699124396, 'd27044bfb4bc281dc8349aac09dad2e64be09411'],
 [52.779439699124396, 'ce8cf58260bbc82772d666ece733044297a1e680'],
 [52.779439699124396, 'c7fb0295ad6226798e65332c841f6a1508eb9efe'],
 [52.779439699124396, '73ce0c3dc5c0752bdb392ccae44bfb53cec60dfb'],
 [45.23951974210663, '7b9c0b64b7143a632af9455ce932c0a722b4e098'],
 [45.23951974210663, '72ba50a8077052f867a02c670d7f6ed874f4ba12'],
 [45.23951974210663, '057d4a3cf662f1bea473535288325bd481dd3b53'],
 [37.69959978508886, 'fbf5bd723e4c01a5fa2d0236d6eebe90f6527c2f'],
 [37.69959978508886, 'f29dd2478dd7000ecce5d27fb9225c798572aec3']]","['fb9b5359e2725ea54bda8c50e9550304b769c76f.story', 
'e0dc3231219dd4722b750788f4e76c051714dff2.story', 
'd83befaa44dd21c5f6727c3a1d7a44c85ad27c74.story',
'd449f48bc797e7e88c375f8fea0fd28a811776a9.story', 
'b60a855af5a7518790f48ec703e1edd877cff7c3.story', 
'b4631c1e11441405792cbb8be1f26ec8f49f5629.story', 
'b40d18901ba899522408d4a096fc3e94b321516a.story',
'b2d1b9542cb8a39b86971363c4672fca988ccdcb.story', 
'b26bf28d8a6e264e10899772eb47bfde2df9c882.story',
'a7da57832ea38f01305ae64f2e4051ebf50ef7ea.story']",,"['1f11bd8d3f385a9f0f6f532e9fc32a9a40a98553.story',
'c5149a4a1c712f98e968b50924b668f1cbc7deaa.story',
 '5fbca5cd7005ac3d0f08fbdf86871d5f0d2c01ba.story',
 'e834c73f47795a25eaa92e45160f83c06d7898f9.story',
'70952d29c9b7db955fbabde8800a629665a0d24e.story',
'3584657a74ffb3752bba6b28dcbf28cb6a2ca4f2.story',
'8e580d29efc7ff23499c1f5cdb9a3a823f4105ef.story',
'ffde6b21a87d7e4a8e88aa05fbc3c12a740bb828.story',
'd4d2c1a7c7c0941b56939c714ded7c7538f5c0d0.story',
 'd3d78492f873aa17ec5bc8a32073fed0631b1df7.story']","{'58ebab0b4d8c30ed1083797506067bef0ac51fe3.story': 0.5706427130721774, 'b360fdd24dce0e1dd5c965c2d75934b6e7c436e0.story': 0.4293572869278226, 'edab4195c86f7ba9785739199c6b58fb8973ec96.story': 0.4293572869278226, '6ebe49879bebc8edf3528fa87c3741d4aadc7e50.story': 0.4293572869278226, 'd36ea6ec8634a0dc766d4edea7b83ee7afa05e0c.story': 0.4293572869278226, '8aa22dd4e6aac06d9dcce54719bfad26f125a0c5.story': 0.4293572869278226, 'ce696fe5e7a044e1de51f53821f153e2b686296a.story': 0.4293572869278226, 'ce8cf58260bbc82772d666ece733044297a1e680.story': 0.4293572869278226, 'a22230a267a6d8004240790f8ca3605f9d7d9e8e.story': 0.4293572869278226, '84038ccf99670adfbd99f1d54c0ea9ba6be2cd8b.story': 0.4293572869278226}",0.5801476232,0.2200917663,,265.06 second
Kamal Prasad Kharel,Nepal,,,Kamal Prasad Kharel Nepal,"[[1048.2754392627355, '924952ce39971dcb313655faaee652f136859067.story'],
 [1016.5335552641478, '282664f438689afbd764c224baf962661cf40a28.story'],
 [898.5218050823447, '037b49be7f2d2f7b0b9eb48e7bc7e9f97ad2971d.story'],
 [861.0833965372469, '03e71bbf2d299d2204c90cf823180eb3398895c4.story'],
 [804.2846486213683, '000cd1ee0098c4d510a03ddc97d11764448ebac2.story'],
 [748.819818047203, 'bc5c143bfab220756a685ee3c781718787af3205.story'],
 [711.3297623568562, '8a9b3990f6359011f783c51ac2af1ae1434bd2ea.story'],
 [711.3297623568562, '048e048c534464b6658d94e25ba85aea46d87094.story'],
 [652.2466991247728, 'd004872ef76edb3a041bee088369d0be5e305a0a.story'],
 [652.2466991247728, '362c985285005f7ce7add80f24250e2f0109f144.story']]","['d004872ef76edb3a041bee088369d0be5e305a0a.story', '362c985285005f7ce7add80f24250e2f0109f144.story', '000cd1ee0098c4d510a03ddc97d11764448ebac2.story', '7f81fb2fb5d782ad12a5a4e68b3b7e8a77b45ffd.story', '3205427a83060a5bb00698e67544893ed47e4371.story', '1c8cdbbaf79acd0f76063b406ee444171e2a64d1.story', 'aa4a620477d10464c9a0ee00cb35b481a0e78338.story', 'f26cb2fff0fd60f91c760d048058b83b03f78920.story', 'e92e04ffef3ed555d6960b86eb88ba4295f3d171.story', '98c4f0d9afd6291277dda07c9b43e2ca275b4762.story']","[[353.26330360352404, 'd004872ef76edb3a041bee088369d0be5e305a0a'],
 [353.26330360352404, '362c985285005f7ce7add80f24250e2f0109f144'],
 [353.26330360352404, '000cd1ee0098c4d510a03ddc97d11764448ebac2.story'],
 [229.19908190299557, '7f81fb2fb5d782ad12a5a4e68b3b7e8a77b45ffd'],
 [211.0931356502784, '3205427a83060a5bb00698e67544893ed47e4371'],
 [194.4286002506213, '1c8cdbbaf79acd0f76063b406ee444171e2a64d1.story'],
 [184.96391950159057, 'aa4a620477d10464c9a0ee00cb35b481a0e78338.story'],
 [140.7287571001856, 'f26cb2fff0fd60f91c760d048058b83b03f78920'],
 [140.7287571001856, 'e92e04ffef3ed555d6960b86eb88ba4295f3d171'],
 [140.7287571001856, '98c4f0d9afd6291277dda07c9b43e2ca275b4762']]","['faff2ef30c5cc092157a64c5bab22e285c941dc9.story',
'dec30e3a5abd2e43b3399c617bf1ca6022978c08.story',
'c2a26444557a3b30b8d52566e6cedecafaee7fa5.story',
'bd9f4641ed4a07d581588a2d366cd9fa7dc0e0ec.story',
'a31afcd7d2779a3e6afb24c51536f65c00c1b927.story',
'9a9b6e08e4052589969fea433812172d4e9c82b4.story',
'77db4cf538371f5dd9e3e0a1a84840f9d721751f.story',
'67a6f31b2e9474e7f481fd9d9a3ed3d9fef4e5b6.story',
'5c5a545510f8037cde3b7af21501b5470df7b55a.story',
'4e9e91b015e346e6a29a1342db6baf91e368bd7d.story']",,,"{'fd37841250c59d314c7d1282b88d795e59c1f030.story': 1.0, '652f1fc7d767170a3900cd1219caca79c8b7b789.story': 0.5651108675245213, 'e0be1413433e38bb3f58951795d8bad44611ebfe.story': 0.5651108675245213, '88d959ef926db69dbbe561564520ab120da62524.story': 0.5651108675245213, 'ff216ab0b56a863ab9bc2f5b6ed04ef11269e178.story': 0.5651108675245213, '3073d1bc317c8db166ec4cb357c3f4e3df5d3913.story': 0.5651108675245213, 'aa4a620477d10464c9a0ee00cb35b481a0e78338.story': 0.5651108675245213, 'bc0ece35c5abe0bf56b60f912980f84d00e6d036.story': 0.5651108675245213, '5078ba60fe46925744697fdbf02bd16b0df707b6.story': 0.5651108675245213, '31a5f9e7c47627da8607eb5a7997df648f9a3911.story': 0.5651108675245213}",0.7827392871,0.2934556884,,
"Casey Kasem, Kerri Kasem, Julie",,,,Casey Kasem Kerri Kasem Julie,"[[9307.125106431482, 'cc7b5faa3425998c8bf3fd3e90c9920d51284e91.story'],
 [8609.559857056454, '299a0d9d14fe8f66986f6658d1c394e638aec8f1.story'],
 [7308.250813958928, '8d1554550b83cef5d317c33ce818d283ac43cfdc.story'],
 [6970.950226290677, '3d8e69eebcac7d16675ce05fda05053dc690ba38.story'],
 [6367.1559518370495, '40dc38daaf706fd1552e815b5a8d130c94d8790a.story'],
 [5760.333765971322, '154a428c2c510dce1def52c1854063da1b5b0814.story'],
 [5523.831946436666, 'd77d1960fc5b66cee7c500811b4b9bfb36acdf44.story'],
 [5501.984915245651, '2d18cf90f0d687179d84a7c0058040cc5c4b5255.story'],
 [5140.955689830488, '3469dcbfa15c57c36c4b6e70d4e2af7c81865be4.story'],
 [5139.69763834822, '54f87a56a7487f01b93929148f744c909af4d982.story']]","['cc7b5faa3425998c8bf3fd3e90c9920d51284e91.story', '299a0d9d14fe8f66986f6658d1c394e638aec8f1.story', '50e62c7fa648c10ab1547169cc94d8ce0afa3717.story', '40dc38daaf706fd1552e815b5a8d130c94d8790a.story', '3d8e69eebcac7d16675ce05fda05053dc690ba38.story', '26119856ca6aaac1606b41a31176aad1ce585cce.story', '54f87a56a7487f01b93929148f744c909af4d982.story', 'd77d1960fc5b66cee7c500811b4b9bfb36acdf44.story', '8d1554550b83cef5d317c33ce818d283ac43cfdc.story', '5468413e75a18f8d7acb2d26c2b80bddfc9adb99.story']","[[1477.255862911837, 'cc7b5faa3425998c8bf3fd3e90c9920d51284e91'],
 [1477.255862911837, '299a0d9d14fe8f66986f6658d1c394e638aec8f1'],
 [1428.718894965823, '50e62c7fa648c10ab1547169cc94d8ce0afa3717'],
 [1369.2842742068997, '40dc38daaf706fd1552e815b5a8d130c94d8790a'],
 [1338.3601001227294, '3d8e69eebcac7d16675ce05fda05053dc690ba38'],
 [1258.898958092545, '26119856ca6aaac1606b41a31176aad1ce585cce.story'],
 [1222.7025413954602, '54f87a56a7487f01b93929148f744c909af4d982'],
 [1199.4643373336212, 'd77d1960fc5b66cee7c500811b4b9bfb36acdf44.story'],
 [1199.4643373336212, '8d1554550b83cef5d317c33ce818d283ac43cfdc.story'],
 [1199.4643373336212, '5468413e75a18f8d7acb2d26c2b80bddfc9adb99']]",,,,"{'aaf45d2545e434aa4c3de49781626ba23d2e8588.story': 1.0, 'bba26e88b12d163048348411f97fa5d6423189ed.story': 1.0, '8dc44a958a4ee27c0e31dc05994f88fb071476f0.story': 1.0, '677acae5ab0ca650580391e84465c8486a3370f2.story': 1.0, '299a0d9d14fe8f66986f6658d1c394e638aec8f1.story': 1.0, 'b4f37bd97d12e37544914ead793aff1d4813736f.story': 1.0, 'af094660f387c3e7386011a77787233aacf0c5a3.story': 1.0, 'b014d50a35c2a2540eaade3b936ca378fc90b150.story': 1.0, '4d0e05458c944ef21ca813e345c46a42a1f54752.story': 1.0, 'caa8836d415d56d31e79020c8fd38fb022a85e4f.story': 1.0}",0.9148568824,0.5779050396,,
,,"Hawaiian Airlines, ExpressJet, American Airlines",,Hawaiian Airlines ExpressJet  American Airlines,"[[1487.5299708333444, 'b60eb9cd0e9147cc321d2947614af4d058a021f8.story'],
 [1487.5299708333444, '80fbbeaee790a3dbc63295a40de8a80f3228dacb.story'],
 [700.3687991572709, '09e988dd38f0a8f7bc0e0f4f1751960b5b1fe7ce.story'],
 [540.4617119728669, '8da618345bca4a491c88e55b479ea18c3484f9c3.story'],
 [533.792929595824, '52b888ebc1905fd3eded2cd5d1f2e86f4b62db2d.story'],
 [453.17981121941057, 'dfedf6786976733d8e33e7848ea8a7aa735bbcab.story'],
 [444.8274413298533, '54b260df4e6735fe8f1d17c86365bed0dec375bd.story'],
 [411.9816465631005, 'f2ab65bb852cc93aaeb521f0f65fc2ffd14e996c.story'],
 [411.9816465631005, 'eb41c26ee9799b8655347a82a741a207ffc58ee1.story'],
 [411.9816465631005, '4859adfa074b276dfc6d8c0bea66bc64c31e50ee.story']]",[],,,"['f9743bb5c88b874829135f9c25d36b15eb1aa3b1.story', 'a6ed6120844f997e4990a0b03d7884bcf43d2247.story', '23e568dd2ab9debff41a02b6e851691632cb0bf5.story', '44cf4f4a4a3e5431e5c7cac406f09ad732e8aa78.story', '380eb0d13299ba891bb8a852bd23a0f717354d0b.story', '25a33eb65b222fa7f605dd717337e63189e037ba.story', 'cd58c073b179b0a77c276a687bce3afaf78b3246.story', 'b8789927e81bc2a0d62a992143bb8a80ae315928.story', 'ab140d6fd1b1da8c75511ceacf3933ccd9f42d99.story', '7115a62349535f81ed8eb1693fba10b593c87680.story']",,"{'1b159c8887c07d6c06404b36e3d85885e16d0e61.story': 1.0, 'e59f03b5251ed7d6a5f362c86dbc587cd711440b.story': 1.0, 'f0f4182299ba9f8eb55973ff969ac82c17e6c0fd.story': 1.0, '4e411a7cb1f84ed45bfe18aa1ad86bc7a56e7282.story': 1.0, '888a8406c148400a875c5fada547266a349675c7.story': 1.0, '5759805f9574d225c2fd245cd90125c04c626e43.story': 1.0, 'a1aac70c2bb2a7fce1d624892561e7e33d37d31f.story': 1.0, '9bc24285f03a51854eb44b5411feb922b01f8b0c.story': 1.0, '716bcdfbf6d1c34a3cc55e2eaa9a1bd2b824ef7b.story': 1.0, '161924a2cc05a65cd69d0ac9fdf3a362fbd59736.story': 1.0}",0,0.0733639221,,
"Kyle White, Barack Obama",Iraq,,"September 11, 2001",Kyle White Barack Obama Iraq September 11 2001,"[[984.7327950141594, '16a4d86f1eeff3efdd04551d8ddb01e6ad28b829.story'],
 [981.7728507071756, 'b86cda6aef810c585499fd1845a19773e4f9994b.story'],
 [892.0446642989303, '61a9161b47fec79bd7a4c06fc1b1cc5dd45f55d4.story'],
 [852.9320349240496, 'bdc35b8a5f9aa7739684269fe51b2d02d9b23c39.story'],
 [833.5373585055139, 'b727c819afe97dd6e9fb401b77217b26e208436d.story'],
 [813.8194055491688, 'c55f774337d5c718d04300be5a1aed4dd22124e4.story'],
 [803.6325201052227, '720af0a8973d41a8107d45dc76aee99e6f3815c5.story'],
 [787.0316548789947, 'ee0913bfacbc2f75ba199d8f3eb9b0f0d2af2c48.story'],
 [747.9190255041138, 'd1c95768c0cb48a66a05be5e0d8d6b40c09f3731.story'],
 [709.7854905985894, '45215590381514c037fb10caac0a8373f14b5876.story']]","['5485c4fb7f3535eaabdb47bd2f2e4f48adc17c5e.story', 'bec040c553fb14c179be46b943cc97b93eba8130.story', 'ef5678662fcc46651a11994945b52f4e8897e719.story', '4313da2968cd2df2561a6c2ec4d7bef8a19819e9.story', '3c03c8b74b21b6076f69a7d5a043e6dae7ff182b.story', 'cdcc9fbf3d346d097890537f2a3480eef192c1c6.story', '1c85f6058cf692283da93ea0ef5008d16c23d744.story', '73ce0c3dc5c0752bdb392ccae44bfb53cec60dfb.story', 'd75747a87ac6c574f7bb11080f38f1563ed14b46.story', '000e009f6b1d954d827c9a550f3f24a5474ee82b.story']","[[172.66861737491274, '5485c4fb7f3535eaabdb47bd2f2e4f48adc17c5e'],
 [147.26135067800573, 'bec040c553fb14c179be46b943cc97b93eba8130'],
 [142.88003386203977, 'ef5678662fcc46651a11994945b52f4e8897e719'],
 [135.340113905022, '4313da2968cd2df2561a6c2ec4d7bef8a19819e9'],
 [135.340113905022, '3c03c8b74b21b6076f69a7d5a043e6dae7ff182b'],
 [132.11456466998504, 'cdcc9fbf3d346d097890537f2a3480eef192c1c6'],
 [132.11456466998504, '1c85f6058cf692283da93ea0ef5008d16c23d744'],
 [125.07142717922488, '73ce0c3dc5c0752bdb392ccae44bfb53cec60dfb'],
 [124.24882665868147, 'd75747a87ac6c574f7bb11080f38f1563ed14b46'],
 [123.58150048224417, '000e009f6b1d954d827c9a550f3f24a5474ee82b.story']]","['93341aa3b282793a36d33ef6f80dfc52b33b70e0.story',
'7778ad3a29eb050762b510791a456163ebd27de3.story',
'fd0b514505e1bacd25705b6b54c60cce3465417d.story',
'f8f3df00e7ea05c2419d6cd8905d91c7ed30b048.story',
'f864682d3cb627dfe638edca007c6383fcaaab24.story',
'f61047c615d360bc9e2f9a6726ed2c19fcb5f545.story',
'ed0596e6105b2d827647ada10505f448c47b9be9.story',
'eacb27e682b65ae7cc66dd7342742f90c6cf8bf9.story',
'e5fc796f6030dbd7e53c3557f1e1f29370e277a1.story',
'e300062a876af693189c3879405819b18f1c44b5.story']",,"[ '1f11bd8d3f385a9f0f6f532e9fc32a9a40a98553.story',
'4bf97f13dda2f362b1dd6dfbff7a0a3d6943526c.story',
'290c3d5c20910b4196053c54aa863b1f4e54943f.story',
 '63848c07fbed0d4f8921d5a0ab98974ab424054e.story',
'1a8a12710f5eb1f962f7b196c604584a3bba9d91.story',
'e440eae2006f26634551f4ae651e8d93f079ca7e.story',
 '6594a3e14f383d4246942a86b8c830b52fdd6709.story',
'd2adfc11c782ad5008db5ee1882948f2fc9ce337.story',
 'ccddda9776362b7c33dd52373591fd851d4cc416.story',
 '3353b5bb5dda58d473ab72cebf72d2d23aca82b0.story']","{'ffb54985f1394c7402dafa196f247996a7cf9843.story': 0.6695819727339368, '9633a0a64ec2b0f06aa613b31dfb0a0cc36e18db.story': 0.4293572869278226, '79117361d0bed0a7a3c78d0ea80463b9020523fe.story': 0.4293572869278226, 'ce8cf58260bbc82772d666ece733044297a1e680.story': 0.4293572869278226, 'a3ffe47f475fbd386bcb900166f9d72ad02817b1.story': 0.4293572869278226, '35bc8a27dbe69c9efd340e4c9e382bd820de8b60.story': 0.4293572869278226, 'e9493e7c278c7ff3733a09c9df37a21700f45c53.story': 0.4293572869278226, 'ba29711eb9e081df92ad1775f97d33fa4e492a44.story': 0.4293572869278226, '73ce0c3dc5c0752bdb392ccae44bfb53cec60dfb.story': 0.4293572869278226, 'e3b077b71785f8e9dbffa333cb70afc3b1b50c18.story': 0.4293572869278226}",0,0.2200917663,,
"Westergren, Dae Mellencamp",Las Vegas Convention Center,"International Consumer Electronics Show, Microsoft, Amazon",,Westergren Dae Mellencamp Las Vegas Convention Center International Consumer Electronics Show Microsoft Amazon,"[[1379.0028274592567, '7fcb5b40408d10a538bd53ddf9bc167453cf84c7.story'],
 [1034.2122578429628, '2cedeebe8763a6403ce10c5d8235fb68047281bd.story'],
 [1029.0457620215782, '24bc9cb7e543a13eb1059a192ce72611ea3c5dab.story'],
 [1002.2089623957504, '001097a19e2c96de11276b3cce11566ccfed0030.story'],
 [986.1417464651864, '8e79318962a785d5e9aa983769480fb44a92fdd8.story'],
 [980.8189359859887, '9c12c4f519c895ff9deafbacb6ab9392398bd830.story'],
 [978.1015409595423, '04d52f01c0da0453e487f1adf227a2b99ea3d416.story'],
 [892.0246295101223, 'd6563e198612d8701924e63c418bf028eb2eba7d.story'],
 [853.3336096386545, '32bfd5502f8e3367ead9cb3d4cae583c9583e893.story'],
 [826.663438995331, '1a3696b9ad446e3c4e7577f2065ebe6c4872c21e.story']]","['001097a19e2c96de11276b3cce11566ccfed0030.story', 'fa9b828dfd8479a4b341e83c4dfe49ae9298c421.story', 'f59665c7a05114a92cfda19b26233cabcec81b5c.story', 'db8f111f85819b5383690599ee98b0a2577ba698.story', 'ac5bf031b49b25f6d5dcba06caee4dd6e5e3c88c.story', '72e2f1bda9d105000849e5137ddd06f84225155a.story', '2ceccc40471cce0042d2199e13345469cdf2ef3d.story', '27c35d01816bc0d3241405a4d3b29b24c98f9c60.story', '276168afb324b063f2ece7feb357e480bcd31fc0.story', 'b1c542dddffd7b6779109e1d77489e5db4516dd9.story']","[[309.4713710093108, '001097a19e2c96de11276b3cce11566ccfed0030.story'],
 [192.778955936726, 'fa9b828dfd8479a4b341e83c4dfe49ae9298c421.story'],
 [192.778955936726, 'f59665c7a05114a92cfda19b26233cabcec81b5c.story'],
 [192.778955936726, 'db8f111f85819b5383690599ee98b0a2577ba698'],
 [192.778955936726, 'ac5bf031b49b25f6d5dcba06caee4dd6e5e3c88c'],
 [192.778955936726, '72e2f1bda9d105000849e5137ddd06f84225155a.story'],
 [192.778955936726, '2ceccc40471cce0042d2199e13345469cdf2ef3d.story'],
 [192.778955936726, '27c35d01816bc0d3241405a4d3b29b24c98f9c60'],
 [192.778955936726, '276168afb324b063f2ece7feb357e480bcd31fc0.story'],
 [172.37535343240708, 'b1c542dddffd7b6779109e1d77489e5db4516dd9.story']]","['7bac093e1e382eaecd8b4325ba02e6ed57c7e5c1.story',
'630d5f6b089ae2c2e80422acb9692e709ee5ffba.story',
'1f50bfbeba9ac28d5314d6b733af4e1ae187cda9.story',
'd188e78d441a763c5d6b208edf7c7d9d7dcd27e5.story',
'a46bc1ac4b4a0c71d0b3e6c97bd99114c4deb307.story',
'803cfdf43c7d41cb2e0ce36f0676d9e5d2eb5c0b.story',
'fe7c4092e86007cce637c87271d57dcd336a0aa8.story',
'870ff5320f3b5355bca57b7e99585bfc3328f4cc.story',
'632ae37a228b798efa0890320e2eb8d8310dd895.story',
'0c50f96ea4afb45583c694715ead9b6765d0af3b.story']","['0bb6fa31b610b418f94f11ed10c134c5912f5612.story', '5f6a4ec5814b714bf34c7f583f305719108b9a51.story', '8194675bf811262ae0112d74fc11701ab3941bb1.story', 'ae100ad15d2f50a5f3eac78423daf7398f856adb.story', '4d3809b08070dc9405d9003dde567b8ef2fce718.story', 'f9e4aedf6405f416e98f441ed295abe270b16c92.story', 'e35a486491cd5985e491442cc11f2af8112eb09b.story', 'cb5e10d952be3251b9f6ac5413e46ec4b9437051.story', 'bbb32a5fe42fad939f4cfcd149c79ec24bdd1d48.story', '4162ea0564ac2459ef356dbfd209f1651664b04f.story']",,"{'15afaf144a8b865b2d3ca6cdbe9771b2575f6301.story': 0.4184980519013549, 'ffff924b14a8d82058b6c1c5368ff1113c1632af.story': 0.4184980519013549, '57f3da56acb8ddd3d4161da8489d39779597fb54.story': 0.4184980519013549, 'ffff5231e4c71544bc6c97015cdb16c60e42b3f4.story': 0.4184980519013549, '361e285ac81733463557f43ab6b78a2cb0705cc8.story': 0.4184980519013549, '3ea133cada64cbf7e237d742a5cf3e47d84c220f.story': 0.4184980519013549, '20d83fe3a98755949ed2ba975f9faaa00fbc95cd.story': 0.4184980519013549, '93bde9cdf87010bb792684a82a586a25746f0385.story': 0.4184980519013549, '907d878f18983de75b42b0c53ab902a49a28ffcb.story': 0.4184980519013549, '096f58c0f6dba9891e6b0b13e457c4dd4002da6d.story': 0.4184980519013549}",0.09478836437,0,nuo,263.35 second
"Omar Gonzalez, Rosemary Collyer",Columbia,,September,Omar Gonzalez Rosemary Collyer Columbia September,"[[916.0703309162218, '9d2265e4313a526678eb335176887686404d9a9d.story'],
 [915.5921952786971, '38d97e3140aac152da625dbd15248335faf53fa2.story'],
 [908.2787400507484, '00142065a6c92f788eacd40c9023184808a7e2d1.story'],
 [880.9731681638223, '9e679f10d3ac97826ad3cf68201cf31a9570c3a1.story'],
 [851.3987588836976, '220d5acf69f33f5a41853eeb7e37562fd6d08e1a.story'],
 [809.3405470683828, 'a0337fe858bd009c5a5f9709be98606dd19bcfee.story'],
 [774.2433843159836, 'e89099b456c038889f605e9bdffad4ff7ddb9d58.story'],
 [774.2433843159836, '86611550b842af5059ee8636be1ff486eaf1fec7.story'],
 [768.708587745388, 'c2fb1db3777316951d17b72bb1568e6884303b78.story'],
 [736.7516546978941, '922e19c9da822d58dbf1d0aff617f0d02bbb015f.story']]","['c2fb1db3777316951d17b72bb1568e6884303b78.story', 'c661a74429cc2b0bdd368da694ff771a229d35df.story', '00142065a6c92f788eacd40c9023184808a7e2d1.story', '220d5acf69f33f5a41853eeb7e37562fd6d08e1a.story', '2d4479dace037f8aed8f4f6c189179252a5af7fb.story', '94ddd70b9be7a2cde7ad70c809701ad897c975b9.story', 'a0337fe858bd009c5a5f9709be98606dd19bcfee.story', '3fca72b61baa42f3b1de154658e3cf165289b3d8.story', '3928112d5cee1bba6a209280832300e13bc80aa3.story', '00ce98e7bde3cd10a03a21153192bbf794c54636.story']","[[397.1104304075134, 'c2fb1db3777316951d17b72bb1568e6884303b78'],
 [379.2298454241386, 'c661a74429cc2b0bdd368da694ff771a229d35df'],
 [334.54096543771954, '00142065a6c92f788eacd40c9023184808a7e2d1.story'],
 [299.5268745342832, '220d5acf69f33f5a41853eeb7e37562fd6d08e1a'],
 [292.7506676196905, '2d4479dace037f8aed8f4f6c189179252a5af7fb'],
 [281.6462895509084, '94ddd70b9be7a2cde7ad70c809701ad897c975b9'],
 [250.2778598791752, 'a0337fe858bd009c5a5f9709be98606dd19bcfee'],
 [195.16711174646034, '3fca72b61baa42f3b1de154658e3cf165289b3d8'],
 [195.16711174646034, '3928112d5cee1bba6a209280832300e13bc80aa3.story'],
 [195.16711174646034, '00ce98e7bde3cd10a03a21153192bbf794c54636']]","['db06293581161695e19e7b04abf75e669e7db2ef.story',
'fb01e757ad96f643cf3e9c7c46ad9ecd50944576.story',
'512636f03603c21cabe21c150d4febe65e70cf20.story',
'3f6449ab6b4ccbf278b638750d418e6e8ef614bb.story',
'2a05d80cdb5fe2a6a8cc4e025028471606ac0ce4.story',
'078f7c31b354c12a538de09126e939047b1e6632.story',
'fb7c721a0f74ade501f83c66276cb195cecef9a9.story',
'f690ed3b77871aee278637d93c392773bcf5acaf.story',
'f00c8284755f26959314816e5ac5a8af55d0f162.story',
'eefef7bdaf71f964726017c50159b022bc46d8bf.story']",,"['1f11bd8d3f385a9f0f6f532e9fc32a9a40a98553.story',
'4bf97f13dda2f362b1dd6dfbff7a0a3d6943526c.story',
'd4d2c1a7c7c0941b56939c714ded7c7538f5c0d0.story',
'70952d29c9b7db955fbabde8800a629665a0d24e.story',
'55dbf382be29f63031103bd8db09cf196816817a.story',
'cac97e6d4bf6a0e5b2bed20f0d000cf326cb685c.story',
'72a15ad8bbd6120201251a0870eb8ce1a3305cf8.story',
'59549f0eeddd9007600c672cc9c3d55d3055d0c4.story',
'0cc9c8272078e0f868920254060d369b8114038a.story',
'f98f944a7eeb70e68113eace2fbabbe218ae3d1b.story']","{'220d5acf69f33f5a41853eeb7e37562fd6d08e1a.story': 0.7597753141938858, '549ace0f7c032d3cd9d560a891cd51a0014d0c99.story': 0.4293572869278226, 'c2fb1db3777316951d17b72bb1568e6884303b78.story': 0.4293572869278226, '460ddc9ef7713c8d681a7b90a22e5ec81efafb61.story': 0.4293572869278226, '507867ec4f1877dfa6e8f0dc61a8a7826672d639.story': 0.4293572869278226, 'bbfae9572ece37ad4f6c390b224c8875380f1321.story': 0.4293572869278226, 'cd119b9c25cc01a244e38f078bb5e031e5a6a215.story': 0.4293572869278226, 'd2f8f9afc96f1525380cc42bb5c558d20b072287.story': 0.4293572869278226, '45bc1153a0b1b695376f91f89d0bfc8ad4911b89.story': 0.4293572869278226, '8cc5209d6f5ae0da8352b87c86a4a3b73a322219.story': 0.4293572869278226}",0.8643145546,0.4035015715,,
